Period,Country,Area type,Area code,Area name,Sex,Sex code,Age group,Age code,HLE,LCI,UCI,Proportion (%),LE_calculated,LE,HLE_Gap
2011 to 2013,England,Local Areas,E06000036,Bracknell Forest,Male,1,<1,1,66.9,64.6,69.1,82,81.58536585365854,81.58536585365854,14.685365853658539
2011 to 2013,England,Local Areas,E06000036,Bracknell Forest,Female,2,<1,1,67.9,65.4,70.3,81,83.82716049382717,83.82716049382717,15.92716049382716
2011 to 2013,England,Local Areas,E06000037,West Berkshire,Male,1,<1,1,68.3,66.3,70.3,85,80.3529411764706,80.3529411764706,12.052941176470597
2011 to 2013,England,Local Areas,E06000037,West Berkshire,Female,2,<1,1,69.8,67.5,72.1,83,84.09638554216868,84.09638554216868,14.296385542168679
2011 to 2013,England,Local Areas,E06000038,Reading,Male,1,<1,1,65.4,63.1,67.7,84,77.85714285714286,77.85714285714286,12.457142857142856
2011 to 2013,England,Local Areas,E06000038,Reading,Female,2,<1,1,67.7,65.2,70.2,82,82.5609756097561,82.5609756097561,14.860975609756096
2011 to 2013,England,Local Areas,E06000039,Slough,Male,1,<1,1,59.4,56.8,61.9,76,78.1578947368421,78.1578947368421,18.757894736842097
2011 to 2013,England,Local Areas,E06000039,Slough,Female,2,<1,1,60.5,57.6,63.3,73,82.87671232876713,82.87671232876713,22.376712328767127
2011 to 2013,England,Local Areas,E06000040,Windsor and Maidenhead,Male,1,<1,1,69.2,67.3,71.2,86,80.46511627906978,80.46511627906978,11.265116279069773
2011 to 2013,England,Local Areas,E06000040,Windsor and Maidenhead,Female,2,<1,1,71.2,68.9,73.5,84,84.76190476190477,84.76190476190477,13.56190476190477
2011 to 2013,England,Local Areas,E06000041,Wokingham,Male,1,<1,1,70.0,68.0,72.0,86,81.3953488372093,81.3953488372093,11.395348837209298
2011 to 2013,England,Local Areas,E06000041,Wokingham,Female,2,<1,1,71.5,69.2,73.8,84,85.11904761904762,85.11904761904762,13.61904761904762
2011 to 2013,England,Local Areas,E06000042,Milton Keynes,Male,1,<1,1,63.3,61.1,65.5,80,79.12499999999999,79.12499999999999,15.824999999999989
2011 to 2013,England,Local Areas,E06000042,Milton Keynes,Female,2,<1,1,64.5,62.0,67.1,78,82.6923076923077,82.6923076923077,18.192307692307693
2011 to 2013,England,Local Areas,E06000043,Brighton and Hove,Male,1,<1,1,63.1,60.9,65.3,80,78.875,78.875,15.774999999999999
2011 to 2013,England,Local Areas,E06000043,Brighton and Hove,Female,2,<1,1,64.6,62.1,67.2,78,82.8205128205128,82.8205128205128,18.22051282051281
2011 to 2013,England,Local Areas,E06000044,Portsmouth,Male,1,<1,1,62.7,60.5,64.8,80,78.375,78.375,15.674999999999997
2011 to 2013,England,Local Areas,E06000044,Portsmouth,Female,2,<1,1,64.2,61.8,66.6,78,82.3076923076923,82.3076923076923,18.107692307692304
2011 to 2013,England,Local Areas,E06000045,Southampton,Male,1,<1,1,60.8,58.5,63.2,78,77.94871794871794,77.94871794871794,17.148717948717945
2011 to 2013,England,Local Areas,E06000045,Southampton,Female,2,<1,1,62.4,59.9,64.9,76,82.10526315789474,82.10526315789474,19.70526315789474
2011 to 2013,England,Local Areas,E06000046,Isle of Wight,Male,1,<1,1,62.2,60.2,64.2,77,80.77922077922078,80.77922077922078,18.579220779220776
2011 to 2013,England,Local Areas,E06000046,Isle of Wight,Female,2,<1,1,63.0,60.8,65.2,76,82.89473684210526,82.89473684210526,19.89473684210526
2011 to 2013,England,Local Areas,E06000047,County Durham,Male,1,<1,1,57.9,55.8,60.1,74,78.24324324324324,78.24324324324324,20.343243243243244
2011 to 2013,England,Local Areas,E06000047,County Durham,Female,2,<1,1,59.1,56.8,61.3,73,80.95890410958904,80.95890410958904,21.85890410958904
2011 to 2013,England,Local Areas,E06000049,Cheshire East,Male,1,<1,1,66.5,64.1,68.9,83,80.12048192771084,80.12048192771084,13.620481927710841
2011 to 2013,England,Local Areas,E06000049,Cheshire East,Female,2,<1,1,67.7,65.1,70.2,81,83.58024691358024,83.58024691358024,15.880246913580237
2011 to 2013,England,Local Areas,E06000050,Cheshire West and Chester,Male,1,<1,1,63.7,60.9,66.5,81,78.64197530864197,78.64197530864197,14.941975308641972
2011 to 2013,England,Local Areas,E06000050,Cheshire West and Chester,Female,2,<1,1,65.1,62.1,68.1,78,83.46153846153845,83.46153846153845,18.36153846153846
2011 to 2013,England,Local Areas,E06000051,Shropshire,Male,1,<1,1,64.7,62.7,66.6,81,79.87654320987654,79.87654320987654,15.176543209876542
2011 to 2013,England,Local Areas,E06000051,Shropshire,Female,2,<1,1,65.5,63.2,67.8,78,83.97435897435898,83.97435897435898,18.474358974358978
2011 to 2013,England,Local Areas,E06000052,Cornwall,Male,1,<1,1,62.6,60.6,64.7,79,79.24050632911393,79.24050632911393,16.640506329113926
2011 to 2013,England,Local Areas,E06000052,Cornwall,Female,2,<1,1,63.6,61.4,65.9,76,83.6842105263158,83.6842105263158,20.084210526315793
2011 to 2013,England,Local Areas,E06000054,Wiltshire,Male,1,<1,1,67.0,65.1,69.0,83,80.72289156626506,80.72289156626506,13.722891566265062
2011 to 2013,England,Local Areas,E06000054,Wiltshire,Female,2,<1,1,67.9,65.6,70.1,81,83.82716049382717,83.82716049382717,15.92716049382716
2011 to 2013,England,Local Areas,E06000055,Bedford,Male,1,<1,1,66.0,62.8,69.3,83,79.51807228915663,79.51807228915663,13.518072289156635
2011 to 2013,England,Local Areas,E06000055,Bedford,Female,2,<1,1,67.7,63.4,72.0,81,83.58024691358024,83.58024691358024,15.880246913580237
2011 to 2013,England,Local Areas,E06000056,Central Bedfordshire,Male,1,<1,1,65.3,62.2,68.5,81,80.61728395061728,80.61728395061728,15.31728395061728
2011 to 2013,England,Local Areas,E06000056,Central Bedfordshire,Female,2,<1,1,66.0,62.7,69.3,79,83.54430379746834,83.54430379746834,17.544303797468345
2011 to 2013,England,Local Areas,E06000057,Northumberland,Male,1,<1,1,62.1,60.2,64.1,79,78.60759493670886,78.60759493670886,16.507594936708863
2011 to 2013,England,Local Areas,E06000057,Northumberland,Female,2,<1,1,63.7,61.6,65.8,77,82.72727272727273,82.72727272727273,19.02727272727273
2011 to 2013,England,Local Areas,E06000058,"Bournemouth, Christchurch and Poole",Male,1,<1,1,64.8,63.4,66.3,81,79.99999999999999,79.99999999999999,15.199999999999989
2011 to 2013,England,Local Areas,E06000058,"Bournemouth, Christchurch and Poole",Female,2,<1,1,65.7,64.1,67.2,78,84.23076923076923,84.23076923076923,18.530769230769224
2011 to 2013,England,Local Areas,E06000059,Dorset,Male,1,<1,1,65.8,63.8,67.9,81,81.23456790123456,81.23456790123456,15.434567901234558
2011 to 2013,England,Local Areas,E06000059,Dorset,Female,2,<1,1,66.8,64.6,69.0,79,84.55696202531645,84.55696202531645,17.756962025316454
2011 to 2013,England,Local Areas,E06000060,Buckinghamshire,Male,1,<1,1,68.0,66.1,69.9,84,80.95238095238095,80.95238095238095,12.952380952380949
2011 to 2013,England,Local Areas,E06000060,Buckinghamshire,Female,2,<1,1,69.7,67.6,71.8,82,85.00000000000001,85.00000000000001,15.300000000000011
2011 to 2013,England,Local Areas,E06000061,North Northamptonshire,Male,1,<1,1,64.2,61.5,66.9,81,79.25925925925925,79.25925925925925,15.05925925925925
2011 to 2013,England,Local Areas,E06000061,North Northamptonshire,Female,2,<1,1,65.4,62.2,68.6,79,82.78481012658229,82.78481012658229,17.38481012658228
2011 to 2013,England,Local Areas,E06000062,West Northamptonshire,Male,1,<1,1,63.1,60.6,65.6,80,78.875,78.875,15.774999999999999
2011 to 2013,England,Local Areas,E06000062,West Northamptonshire,Female,2,<1,1,63.9,60.9,66.8,77,82.98701298701299,82.98701298701299,19.08701298701299
2011 to 2013,England,Local Areas,E06000063,Cumberland,Male,1,<1,1,61.4,58.8,64.1,78,78.71794871794872,78.71794871794872,17.317948717948717
2011 to 2013,England,Local Areas,E06000063,Cumberland,Female,2,<1,1,62.1,59.0,65.1,76,81.71052631578948,81.71052631578948,19.61052631578948
2011 to 2013,England,Local Areas,E06000064,Westmorland and Furness,Male,1,<1,1,63.8,60.8,66.7,80,79.74999999999999,79.74999999999999,15.949999999999989
2011 to 2013,England,Local Areas,E06000064,Westmorland and Furness,Female,2,<1,1,65.0,61.8,68.2,78,83.33333333333333,83.33333333333333,18.33333333333333
2011 to 2013,England,Local Areas,E06000065,North Yorkshire,Male,1,<1,1,65.5,63.7,67.3,82,79.87804878048782,79.87804878048782,14.378048780487816
2011 to 2013,England,Local Areas,E06000065,North Yorkshire,Female,2,<1,1,66.7,64.7,68.6,80,83.375,83.375,16.674999999999997
2011 to 2013,England,Local Areas,E06000066,Somerset,Male,1,<1,1,66.8,64.9,68.7,83,80.48192771084338,80.48192771084338,13.681927710843382
2011 to 2013,England,Local Areas,E06000066,Somerset,Female,2,<1,1,67.9,65.8,70.0,81,83.82716049382717,83.82716049382717,15.92716049382716
2011 to 2013,England,Local Areas,E08000001,Bolton,Male,1,<1,1,60.2,58.1,62.3,78,77.17948717948718,77.17948717948718,16.97948717948718
2011 to 2013,England,Local Areas,E08000001,Bolton,Female,2,<1,1,61.2,58.7,63.7,75,81.60000000000001,81.60000000000001,20.400000000000006
2011 to 2013,England,Local Areas,E08000002,Bury,Male,1,<1,1,61.8,59.6,64.1,79,78.22784810126582,78.22784810126582,16.427848101265823
2011 to 2013,England,Local Areas,E08000002,Bury,Female,2,<1,1,62.5,60.1,64.9,77,81.16883116883116,81.16883116883116,18.66883116883116
2011 to 2013,England,Local Areas,E08000003,Manchester,Male,1,<1,1,57.0,54.9,59.0,75,76.0,76.0,19.0
2011 to 2013,England,Local Areas,E08000003,Manchester,Female,2,<1,1,57.8,55.4,60.1,72,80.27777777777777,80.27777777777777,22.477777777777774
2011 to 2013,England,Local Areas,E08000004,Oldham,Male,1,<1,1,58.8,56.4,61.2,76,77.36842105263158,77.36842105263158,18.568421052631578
2011 to 2013,England,Local Areas,E08000004,Oldham,Female,2,<1,1,59.3,57.1,61.6,73,81.23287671232876,81.23287671232876,21.932876712328763
2011 to 2013,England,Local Areas,E08000005,Rochdale,Male,1,<1,1,58.4,56.3,60.5,76,76.84210526315789,76.84210526315789,18.44210526315789
2011 to 2013,England,Local Areas,E08000005,Rochdale,Female,2,<1,1,59.1,56.9,61.4,73,80.95890410958904,80.95890410958904,21.85890410958904
2011 to 2013,England,Local Areas,E08000006,Salford,Male,1,<1,1,57.2,55.0,59.4,75,76.26666666666667,76.26666666666667,19.066666666666663
2011 to 2013,England,Local Areas,E08000006,Salford,Female,2,<1,1,57.9,55.4,60.3,72,80.41666666666667,80.41666666666667,22.516666666666673
2011 to 2013,England,Local Areas,E08000007,Stockport,Male,1,<1,1,65.5,63.5,67.4,82,79.87804878048782,79.87804878048782,14.378048780487816
2011 to 2013,England,Local Areas,E08000007,Stockport,Female,2,<1,1,66.7,64.6,68.9,80,83.375,83.375,16.674999999999997
2011 to 2013,England,Local Areas,E08000008,Tameside,Male,1,<1,1,57.3,55.0,59.7,75,76.39999999999999,76.39999999999999,19.099999999999994
2011 to 2013,England,Local Areas,E08000008,Tameside,Female,2,<1,1,57.7,55.4,60.0,72,80.1388888888889,80.1388888888889,22.438888888888897
2011 to 2013,England,Local Areas,E08000009,Trafford,Male,1,<1,1,64.5,62.5,66.5,81,79.62962962962962,79.62962962962962,15.129629629629619
2011 to 2013,England,Local Areas,E08000009,Trafford,Female,2,<1,1,65.3,63.1,67.5,78,83.71794871794872,83.71794871794872,18.41794871794872
2011 to 2013,England,Local Areas,E08000010,Wigan,Male,1,<1,1,60.1,57.9,62.4,78,77.05128205128204,77.05128205128204,16.951282051282043
2011 to 2013,England,Local Areas,E08000010,Wigan,Female,2,<1,1,60.8,58.5,63.2,75,81.06666666666666,81.06666666666666,20.266666666666666
2011 to 2013,England,Local Areas,E08000011,Knowsley,Male,1,<1,1,57.2,55.0,59.4,75,76.26666666666667,76.26666666666667,19.066666666666663
2011 to 2013,England,Local Areas,E08000011,Knowsley,Female,2,<1,1,58.0,55.6,60.4,72,80.55555555555556,80.55555555555556,22.555555555555557
2011 to 2013,England,Local Areas,E08000012,Liverpool,Male,1,<1,1,57.2,55.3,59.1,75,76.26666666666667,76.26666666666667,19.066666666666663
2011 to 2013,England,Local Areas,E08000012,Liverpool,Female,2,<1,1,58.0,55.8,60.2,72,80.55555555555556,80.55555555555556,22.555555555555557
2011 to 2013,England,Local Areas,E08000013,St. Helens,Male,1,<1,1,61.3,59.2,63.4,79,77.59493670886076,77.59493670886076,16.29493670886076
2011 to 2013,England,Local Areas,E08000013,St. Helens,Female,2,<1,1,62.1,59.9,64.4,76,81.71052631578948,81.71052631578948,19.61052631578948
2011 to 2013,England,Local Areas,E08000014,Sefton,Male,1,<1,1,61.7,59.5,63.9,79,78.10126582278481,78.10126582278481,16.401265822784808
2011 to 2013,England,Local Areas,E08000014,Sefton,Female,2,<1,1,63.1,61.0,65.3,77,81.94805194805195,81.94805194805195,18.848051948051953
2011 to 2013,England,Local Areas,E08000015,Wirral,Male,1,<1,1,60.2,58.2,62.3,77,78.18181818181819,78.18181818181819,17.981818181818184
2011 to 2013,England,Local Areas,E08000015,Wirral,Female,2,<1,1,61.6,59.3,63.9,75,82.13333333333334,82.13333333333334,20.53333333333334
2011 to 2013,England,Local Areas,E08000017,Doncaster,Male,1,<1,1,57.8,55.5,60.0,75,77.06666666666666,77.06666666666666,19.266666666666666
2011 to 2013,England,Local Areas,E08000017,Doncaster,Female,2,<1,1,58.5,56.1,61.0,72,81.25,81.25,22.75
2011 to 2013,England,Local Areas,E08000018,Rotherham,Male,1,<1,1,58.3,56.2,60.5,75,77.73333333333333,77.73333333333333,19.433333333333337
2011 to 2013,England,Local Areas,E08000018,Rotherham,Female,2,<1,1,58.5,56.2,60.7,72,81.25,81.25,22.75
2011 to 2013,England,Local Areas,E08000021,Newcastle upon Tyne,Male,1,<1,1,58.7,56.4,60.9,75,78.26666666666667,78.26666666666667,19.566666666666663
2011 to 2013,England,Local Areas,E08000021,Newcastle upon Tyne,Female,2,<1,1,59.9,57.5,62.3,73,82.05479452054794,82.05479452054794,22.154794520547945
2011 to 2013,England,Local Areas,E08000022,North Tyneside,Male,1,<1,1,58.8,56.4,61.2,75,78.39999999999999,78.39999999999999,19.599999999999994
2011 to 2013,England,Local Areas,E08000022,North Tyneside,Female,2,<1,1,60.3,57.9,62.7,73,82.6027397260274,82.6027397260274,22.302739726027397
2011 to 2013,England,Local Areas,E08000023,South Tyneside,Male,1,<1,1,57.3,55.2,59.4,75,76.39999999999999,76.39999999999999,19.099999999999994
2011 to 2013,England,Local Areas,E08000023,South Tyneside,Female,2,<1,1,58.9,56.6,61.1,72,81.80555555555556,81.80555555555556,22.90555555555556
2011 to 2013,England,Local Areas,E08000024,Sunderland,Male,1,<1,1,56.9,54.8,59.0,74,76.89189189189189,76.89189189189189,19.99189189189189
2011 to 2013,England,Local Areas,E08000024,Sunderland,Female,2,<1,1,58.0,55.9,60.2,72,80.55555555555556,80.55555555555556,22.555555555555557
2011 to 2013,England,Local Areas,E08000025,Birmingham,Male,1,<1,1,58.9,57.2,60.5,76,77.5,77.5,18.6
2011 to 2013,England,Local Areas,E08000025,Birmingham,Female,2,<1,1,59.9,58.0,61.7,73,82.05479452054794,82.05479452054794,22.154794520547945
2011 to 2013,England,Local Areas,E08000026,Coventry,Male,1,<1,1,62.1,60.0,64.2,80,77.625,77.625,15.524999999999999
2011 to 2013,England,Local Areas,E08000026,Coventry,Female,2,<1,1,63.1,60.8,65.3,77,81.94805194805195,81.94805194805195,18.848051948051953
2011 to 2013,England,Local Areas,E08000027,Dudley,Male,1,<1,1,62.0,60.1,63.9,78,79.48717948717949,79.48717948717949,17.48717948717949
2011 to 2013,England,Local Areas,E08000027,Dudley,Female,2,<1,1,62.6,60.3,64.8,75,83.46666666666667,83.46666666666667,20.866666666666667
2011 to 2013,England,Local Areas,E08000028,Sandwell,Male,1,<1,1,58.0,56.0,60.1,75,77.33333333333333,77.33333333333333,19.33333333333333
2011 to 2013,England,Local Areas,E08000028,Sandwell,Female,2,<1,1,58.5,56.3,60.7,72,81.25,81.25,22.75
2011 to 2013,England,Local Areas,E08000029,Solihull,Male,1,<1,1,64.7,62.8,66.7,81,79.87654320987654,79.87654320987654,15.176543209876542
2011 to 2013,England,Local Areas,E08000029,Solihull,Female,2,<1,1,65.7,63.5,67.9,78,84.23076923076923,84.23076923076923,18.530769230769224
2011 to 2013,England,Local Areas,E08000030,Walsall,Male,1,<1,1,59.0,56.8,61.1,76,77.63157894736842,77.63157894736842,18.631578947368425
2011 to 2013,England,Local Areas,E08000030,Walsall,Female,2,<1,1,59.8,57.5,62.1,72,83.05555555555556,83.05555555555556,23.25555555555556
2011 to 2013,England,Local Areas,E08000031,Wolverhampton,Male,1,<1,1,57.8,55.7,59.9,75,77.06666666666666,77.06666666666666,19.266666666666666
2011 to 2013,England,Local Areas,E08000031,Wolverhampton,Female,2,<1,1,58.6,56.3,60.8,72,81.3888888888889,81.3888888888889,22.7888888888889
2011 to 2013,England,Local Areas,E08000032,Bradford,Male,1,<1,1,59.9,57.8,62.1,77,77.79220779220779,77.79220779220779,17.892207792207792
2011 to 2013,England,Local Areas,E08000032,Bradford,Female,2,<1,1,60.6,58.3,62.9,75,80.8,80.8,20.199999999999996
2011 to 2013,England,Local Areas,E08000033,Calderdale,Male,1,<1,1,61.2,59.0,63.5,79,77.46835443037975,77.46835443037975,16.268354430379745
2011 to 2013,England,Local Areas,E08000033,Calderdale,Female,2,<1,1,62.2,59.8,64.7,76,81.8421052631579,81.8421052631579,19.6421052631579
2011 to 2013,England,Local Areas,E08000034,Kirklees,Male,1,<1,1,61.7,59.6,63.8,79,78.10126582278481,78.10126582278481,16.401265822784808
2011 to 2013,England,Local Areas,E08000034,Kirklees,Female,2,<1,1,62.7,60.3,65.1,76,82.5,82.5,19.799999999999997
2011 to 2013,England,Local Areas,E08000035,Leeds,Male,1,<1,1,60.7,58.9,62.5,78,77.82051282051282,77.82051282051282,17.120512820512815
2011 to 2013,England,Local Areas,E08000035,Leeds,Female,2,<1,1,61.4,59.4,63.4,75,81.86666666666666,81.86666666666666,20.46666666666666
2011 to 2013,England,Local Areas,E08000036,Wakefield,Male,1,<1,1,59.9,57.9,61.9,77,77.79220779220779,77.79220779220779,17.892207792207792
2011 to 2013,England,Local Areas,E08000036,Wakefield,Female,2,<1,1,60.7,58.5,63.0,74,82.02702702702703,82.02702702702703,21.32702702702703
2011 to 2013,England,Local Areas,E08000037,Gateshead,Male,1,<1,1,57.1,54.9,59.4,74,77.16216216216216,77.16216216216216,20.06216216216216
2011 to 2013,England,Local Areas,E08000037,Gateshead,Female,2,<1,1,58.6,56.2,61.0,72,81.3888888888889,81.3888888888889,22.7888888888889
2011 to 2013,England,Local Areas,E08000038,Barnsley,Male,1,<1,1,55.8,53.4,58.3,72,77.5,77.5,21.700000000000003
2011 to 2013,England,Local Areas,E08000038,Barnsley,Female,2,<1,1,55.9,53.5,58.4,69,81.01449275362319,81.01449275362319,25.11449275362319
2011 to 2013,England,Local Areas,E08000039,Sheffield,Male,1,<1,1,59.3,57.2,61.5,75,79.06666666666666,79.06666666666666,19.766666666666666
2011 to 2013,England,Local Areas,E08000039,Sheffield,Female,2,<1,1,59.9,57.6,62.2,73,82.05479452054794,82.05479452054794,22.154794520547945
